account_id,account_name,plan_tier,arr_amount,risk_score,total_features_used,high_priority_ratio,downgrade_flag,days_since_activity
A-fe79a5,Company_81,Enterprise,21492,7,24.0,0.5,False,0
A-9289f6,Company_104,Basic,228,7,32.0,0.5,False,0
A-bf7919,Company_426,Enterprise,0,7,15.0,0.5,False,0
A-bf7919,Company_426,Enterprise,0,7,15.0,0.5,False,0
A-b2225d,Company_50,Enterprise,112236,7,31.0,1.0,False,0
A-b2225d,Company_50,Enterprise,112236,7,31.0,1.0,False,0
A-c9bb3e,Company_336,Pro,72324,7,30.0,0.42857142857142855,False,0
A-c9bb3e,Company_336,Pro,72324,7,30.0,0.42857142857142855,False,0
A-86cdb4,Company_250,Pro,1176,7,33.0,0.4,False,0
A-1b9609,Company_5,Enterprise,0,7,27.0,0.5,False,0
A-1b9609,Company_5,Enterprise,0,7,27.0,0.5,False,0
A-1b9609,Company_5,Enterprise,0,7,27.0,0.5,False,0
A-ad64c6,Company_175,Pro,7056,7,0.0,0.5,False,0
A-ad64c6,Company_175,Pro,7056,7,0.0,0.5,False,0
A-cc1d8d,Company_440,Enterprise,11940,7,18.0,0.4,False,0
A-1f0ac7,Company_3,Pro,0,7,26.0,0.5,False,0
A-42e5e1,Company_118,Basic,0,7,20.0,0.6666666666666666,False,0
A-425e76,Company_110,Basic,6156,7,0.0,0.6,False,0
A-c37cab,Company_278,Pro,0,7,24.0,0.5,False,0
A-c7ffc2,Company_392,Enterprise,71640,7,27.0,0.5,False,0
A-e5d6ab,Company_7,Enterprise,35820,7,32.0,0.6666666666666666,False,0
A-158f4e,Company_180,Pro,35868,7,29.0,0.4,False,0
A-158f4e,Company_180,Pro,35868,7,29.0,0.4,False,0
A-e5d6ab,Company_7,Enterprise,35820,7,32.0,0.6666666666666666,False,0
A-f1f639,Company_296,Basic,456,7,21.0,0.42857142857142855,False,0
A-f1f639,Company_296,Basic,456,7,21.0,0.42857142857142855,False,0
A-075038,Company_397,Enterprise,40596,7,32.0,1.0,False,0
A-c37cab,Company_278,Pro,0,7,24.0,0.5,False,0
A-7dacce,Company_8,Pro,7056,7,19.0,0.75,False,0
A-5f7781,Company_483,Basic,5016,7,7.0,1.0,False,0
A-9289f6,Company_104,Enterprise,23880,7,26.0,0.5,False,0
A-18793f,Company_488,Pro,87024,7,14.0,0.4,False,0
A-86fc1d,Company_328,Enterprise,0,7,26.0,0.4,False,0
A-bb1486,Company_265,Pro,24108,7,101.0,0.6666666666666666,True,0
A-bb1486,Company_265,Pro,24108,7,101.0,0.6666666666666666,True,0
A-35083d,Company_27,Pro,0,7,25.0,0.75,False,0
A-854864,Company_38,Enterprise,47760,7,25.0,0.4,False,0
A-c7ffc2,Company_392,Enterprise,71640,7,27.0,0.5,False,0
A-8ae3fc,Company_495,Basic,2052,7,32.0,0.5,False,0
A-7f6b86,Company_299,Pro,0,7,30.0,0.7142857142857143,False,0
A-e5d6ab,Company_7,Basic,8892,7,27.0,0.6666666666666666,False,0
A-425e76,Company_110,Basic,6156,7,0.0,0.6,False,0
A-425e76,Company_110,Basic,6156,7,0.0,0.6,False,0
A-425e76,Company_110,Basic,6156,7,0.0,0.6,False,0
A-18793f,Company_488,Pro,87024,7,12.0,0.4,False,0
A-ad64c6,Company_175,Enterprise,66864,7,25.0,0.5,False,0
A-158f4e,Company_180,Pro,35868,7,20.0,0.4,False,0
A-158f4e,Company_180,Pro,35868,7,20.0,0.4,False,0
A-d4ac0e,Company_364,Pro,14700,7,17.0,0.5,False,0
A-09540c,Company_239,Pro,39396,7,29.0,0.5,False,0
A-098560,Company_349,Basic,1596,7,25.0,0.5,False,0
A-65aeb5,Company_120,Enterprise,21492,7,16.0,0.5,False,0
A-cb6cc6,Company_419,Enterprise,0,7,14.0,0.6666666666666666,False,0
A-1d5444,Company_427,Enterprise,97908,7,0.0,1.0,False,0
A-bc87bc,Company_456,Enterprise,74028,7,19.0,0.42857142857142855,False,0
A-65aeb5,Company_120,Enterprise,21492,7,16.0,0.5,False,0
A-0b0d6d,Company_267,Basic,2736,7,21.0,0.4,False,0
A-e5d6ab,Company_7,Basic,8892,7,27.0,0.6666666666666666,False,0
A-b07b56,Company_292,Basic,5700,7,32.0,0.5,False,0
A-a1bbb6,Company_74,Pro,0,7,20.0,0.6666666666666666,False,0
A-0b0d6d,Company_267,Enterprise,124176,7,30.0,0.4,False,0
A-6a7c9d,Company_324,Pro,15288,7,22.0,0.6666666666666666,False,0
A-b07b56,Company_292,Pro,14700,7,25.0,0.5,False,0
A-c37cab,Company_278,Basic,6840,7,16.0,0.5,False,0
A-8ed5dd,Company_222,Enterprise,71640,7,13.0,0.5,False,0
A-54ecc2,Company_289,Pro,7644,7,28.0,0.4,False,0
A-54ecc2,Company_289,Pro,7644,7,28.0,0.4,False,0
A-54ecc2,Company_289,Pro,7644,7,28.0,0.4,False,0
A-b07b56,Company_292,Basic,0,7,32.0,0.5,False,0
A-8ed5dd,Company_222,Enterprise,71640,7,13.0,0.5,False,0
A-fa3095,Company_174,Basic,15960,7,23.0,0.4,False,0
A-158f4e,Company_180,Pro,35868,7,28.0,0.4,False,0
A-158f4e,Company_180,Pro,35868,7,28.0,0.4,False,0
A-7f6b86,Company_299,Pro,0,7,32.0,0.7142857142857143,False,0
A-0651a4,Company_255,Enterprise,38208,7,26.0,0.75,False,0
A-0651a4,Company_255,Enterprise,38208,7,26.0,0.75,False,0
A-b07b56,Company_292,Basic,0,7,14.0,0.5,False,0
A-7dacce,Company_8,Pro,7056,7,19.0,0.75,False,0
A-7dacce,Company_8,Pro,7056,7,19.0,0.75,False,0
A-6a7c9d,Company_324,Pro,15288,7,22.0,0.6666666666666666,False,0
A-186a44,Company_101,Pro,0,7,30.0,0.5714285714285714,False,0
A-1e50e0,Company_415,Enterprise,45372,7,9.0,0.5,False,0
A-dec005,Company_445,Basic,4788,7,28.0,0.5,False,0
A-1e50e0,Company_415,Enterprise,45372,7,9.0,0.5,False,0
A-bad8c1,Company_34,Enterprise,28656,7,33.0,1.0,False,0
A-39b19f,Company_176,Basic,2964,7,20.0,0.5,False,0
A-b3fe05,Company_238,Enterprise,109848,7,22.0,0.5,False,0
A-fa3095,Company_174,Enterprise,167160,7,17.0,0.4,False,0
A-72799b,Company_394,Pro,35868,7,32.0,0.5,False,0
A-7e0a10,Company_64,Basic,10488,7,24.0,0.4,False,0
A-d62e02,Company_420,Enterprise,38208,7,6.0,1.0,False,0
A-dfbd31,Company_190,Pro,25284,7,28.0,0.5,False,0
A-dfbd31,Company_190,Pro,25284,7,28.0,0.5,False,0
A-53f4e3,Company_194,Basic,2964,7,17.0,0.4,False,0
A-1f559b,Company_357,Pro,2940,7,31.0,0.4,False,0
A-1f0636,Company_368,Pro,0,7,31.0,1.0,False,0
A-1f559b,Company_357,Basic,1596,7,21.0,0.4,False,0
A-e19ff6,Company_411,Basic,1824,7,26.0,0.6666666666666666,False,0
A-e19ff6,Company_411,Basic,1824,7,26.0,0.6666666666666666,False,0
A-e19ff6,Company_411,Basic,1824,7,26.0,0.6666666666666666,False,0
A-c37cab,Company_278,Basic,6840,7,16.0,0.5,False,0
A-fda07f,Company_230,Basic,1596,7,33.0,0.4,False,0
A-6dee43,Company_478,Basic,2736,7,16.0,0.4,False,0
A-ccabf0,Company_471,Enterprise,26268,7,8.0,0.5,False,0
A-d4ac0e,Company_364,Basic,4104,7,23.0,0.5,False,0
A-781cc0,Company_499,Basic,7752,7,32.0,0.75,False,0
A-781cc0,Company_499,Basic,7752,7,32.0,0.75,False,0
A-425e76,Company_110,Basic,1824,7,30.0,0.6,False,0
A-4e0e85,Company_409,Pro,0,7,12.0,0.5,False,0
A-4e0e85,Company_409,Pro,0,7,12.0,0.5,False,0
A-425e76,Company_110,Basic,1824,7,30.0,0.6,False,0
A-ccabf0,Company_471,Enterprise,26268,7,8.0,0.5,False,0
A-96e141,Company_134,Enterprise,59700,7,20.0,0.4,False,0
A-0baac2,Company_264,Basic,7524,7,28.0,0.5,False,0
A-18793f,Company_488,Basic,33744,7,31.0,0.4,False,0
A-0baac2,Company_264,Basic,7524,7,28.0,0.5,False,0
A-0baac2,Company_264,Basic,7524,7,28.0,0.5,False,0
A-0baac2,Company_264,Basic,7524,7,28.0,0.5,False,0
A-dfbd31,Company_190,Pro,35280,7,16.0,0.5,False,0
A-dfbd31,Company_190,Pro,35280,7,16.0,0.5,False,0
A-425e76,Company_110,Basic,1824,7,30.0,0.6,False,0
A-425e76,Company_110,Basic,1824,7,30.0,0.6,False,0
A-d4ac0e,Company_364,Pro,10584,7,7.0,0.5,False,0
A-e19ff6,Company_411,Basic,8664,7,26.0,0.6666666666666666,False,0
A-aa9511,Company_203,Enterprise,231636,7,15.0,0.5,False,0
A-aa9511,Company_203,Enterprise,0,7,19.0,0.5,False,0
A-b3fe05,Company_238,Basic,3420,7,16.0,0.5,False,0
A-bb1486,Company_265,Pro,39396,7,16.0,0.6666666666666666,False,0
A-bb1486,Company_265,Pro,39396,7,16.0,0.6666666666666666,False,0
A-80eeb6,Company_402,Enterprise,162384,7,15.0,0.5,False,0
A-80eeb6,Company_402,Enterprise,162384,7,15.0,0.5,False,0
A-82d8a6,Company_444,Basic,6840,7,10.0,0.4,False,0
A-2ebb4b,Company_334,Enterprise,155220,7,30.0,0.5,False,0
A-95b24a,Company_117,Enterprise,0,7,59.0,0.6,True,0
A-2ebb4b,Company_334,Enterprise,155220,7,30.0,0.5,False,0
A-2ebb4b,Company_334,Enterprise,155220,7,30.0,0.5,False,0
A-f5641b,Company_382,Pro,18228,7,22.0,0.5,False,0
A-f5641b,Company_382,Pro,18228,7,22.0,0.5,False,0
A-e19ff6,Company_411,Basic,8664,7,26.0,0.6666666666666666,False,0
A-712533,Company_498,Enterprise,42984,7,19.0,0.4,False,0
A-d4ac0e,Company_364,Enterprise,47760,7,30.0,0.5,False,0
A-151c9a,Company_260,Pro,13524,7,69.0,0.5,True,0
A-098560,Company_349,Enterprise,9552,7,30.0,0.5,False,0
A-0baac2,Company_264,Enterprise,33432,7,27.0,0.5,False,0
A-0baac2,Company_264,Enterprise,33432,7,27.0,0.5,False,0
A-0baac2,Company_264,Enterprise,33432,7,27.0,0.5,False,0
A-7c83a1,Company_447,Pro,28224,7,33.0,0.5,False,0
A-186a44,Company_101,Basic,4560,7,30.0,0.5714285714285714,False,0
A-7a0d69,Company_187,Basic,1368,7,24.0,0.5,False,0
A-7a0d69,Company_187,Basic,1368,7,24.0,0.5,False,0
A-bcf664,Company_248,Basic,2964,7,30.0,0.4,False,0
A-bcf664,Company_248,Basic,2964,7,30.0,0.4,False,0
A-7a0d69,Company_187,Basic,1368,7,24.0,0.5,False,0
A-bcf664,Company_248,Basic,2964,7,30.0,0.4,False,0
A-d3c88e,Company_490,Basic,3648,7,29.0,0.6666666666666666,False,0
A-d62e02,Company_420,Enterprise,38208,7,3.0,1.0,False,0
A-5247b3,Company_375,Pro,0,7,32.0,0.4,False,0
A-5247b3,Company_375,Pro,0,7,32.0,0.4,False,0
A-098560,Company_349,Enterprise,9552,7,30.0,0.5,False,0
A-0baac2,Company_264,Enterprise,33432,7,27.0,0.5,False,0
A-82d8a6,Company_444,Basic,7296,7,20.0,0.4,False,0
A-7a0d69,Company_187,Pro,2352,7,30.0,0.5,False,0
A-462d45,Company_13,Pro,0,7,23.0,0.5,False,0
A-2ebb4b,Company_334,Basic,0,7,32.0,0.5,False,0
A-f6b2fb,Company_418,Pro,13524,7,40.0,0.4,True,0
A-e19ff6,Company_411,Pro,588,7,29.0,0.6666666666666666,False,0
A-6843f2,Company_335,Pro,0,7,84.0,0.5,True,0
A-e19ff6,Company_411,Pro,588,7,29.0,0.6666666666666666,False,0
A-0651a4,Company_255,Enterprise,45372,7,21.0,0.75,False,0
A-0651a4,Company_255,Enterprise,45372,7,21.0,0.75,False,0
A-80eeb6,Company_402,Pro,14700,7,24.0,0.5,False,0
A-80eeb6,Company_402,Pro,14700,7,24.0,0.5,False,0
A-e19ff6,Company_411,Pro,588,7,29.0,0.6666666666666666,False,0
A-d4ac0e,Company_364,Basic,6384,7,8.0,0.5,False,0
A-aa9511,Company_203,Enterprise,78804,7,22.0,0.5,False,0
A-7a0d69,Company_187,Pro,2352,7,30.0,0.5,False,0
A-7a0d69,Company_187,Pro,2352,7,30.0,0.5,False,0
A-dec005,Company_445,Pro,0,7,33.0,0.5,False,0
A-e19ff6,Company_411,Basic,8664,7,26.0,0.6666666666666666,False,0
A-86fc1d,Company_328,Basic,0,7,25.0,0.4,False,0
A-8e47ca,Company_191,Basic,4332,7,33.0,0.6,False,0
A-075038,Company_397,Pro,0,7,32.0,1.0,False,0
A-798a3f,Company_463,Enterprise,0,7,26.0,0.4,False,0
A-5247b3,Company_375,Enterprise,38208,7,25.0,0.4,False,0
A-5247b3,Company_375,Enterprise,38208,7,25.0,0.4,False,0
A-8e47ca,Company_191,Basic,4332,7,33.0,0.6,False,0
A-e19ff6,Company_411,Pro,4704,7,32.0,0.6666666666666666,False,0
A-4c56c9,Company_449,Basic,4104,7,25.0,0.4,False,0
A-1f7acb,Company_281,Pro,37632,7,44.0,0.42857142857142855,True,0
A-8e47ca,Company_191,Basic,4332,7,33.0,0.6,False,0
A-e36807,Company_164,Basic,0,7,30.0,0.5,False,0
A-82d8a6,Company_444,Enterprise,0,7,32.0,0.4,False,0
A-4e0e85,Company_409,Enterprise,14328,7,29.0,0.5,False,0
A-4e0e85,Company_409,Enterprise,14328,7,29.0,0.5,False,0
A-4bfa33,Company_251,Enterprise,0,7,25.0,0.5,False,0
A-e19ff6,Company_411,Pro,4704,7,32.0,0.6666666666666666,False,0
A-4bfa33,Company_251,Enterprise,0,7,25.0,0.5,False,0
A-342303,Company_294,Pro,16464,7,7.0,0.6666666666666666,False,0
A-4bfa33,Company_251,Enterprise,0,7,25.0,0.5,False,0
A-e19ff6,Company_411,Pro,4704,7,32.0,0.6666666666666666,False,0
A-6c093d,Company_12,Enterprise,145668,7,30.0,0.6666666666666666,False,0
A-6843f2,Company_335,Pro,13524,7,20.0,0.5,False,0
A-fa3095,Company_174,Pro,41160,7,25.0,0.4,False,0
A-2ebb4b,Company_334,Basic,0,7,32.0,0.5,False,0
A-d4ac0e,Company_364,Pro,10584,7,25.0,0.5,False,0
A-e1b9cd,Company_484,Enterprise,95520,7,64.0,1.0,True,0
A-4a4c2d,Company_473,Basic,12312,7,27.0,0.4,False,0
A-2ebb4b,Company_334,Basic,0,7,32.0,0.5,False,0
A-81edc3,Company_236,Pro,10584,7,23.0,1.0,False,0
A-726cfa,Company_82,Enterprise,71640,7,30.0,0.6666666666666666,False,0
A-fa3095,Company_174,Enterprise,167160,7,10.0,0.4,False,0
A-96e141,Company_134,Enterprise,59700,7,20.0,0.4,False,0
A-d62e02,Company_420,Basic,7296,7,12.0,1.0,False,0
A-81edc3,Company_236,Pro,10584,7,23.0,1.0,False,0
A-81edc3,Company_236,Pro,10584,7,23.0,1.0,False,0
A-432483,Company_78,Basic,0,6,16.0,0.0,False,0
A-43a9e3,Company_1,Pro,10584,6,30.0,0.0,False,0
A-e4144b,Company_316,Enterprise,0,6,12.0,0.3333333333333333,False,0
A-508199,Company_208,Enterprise,45372,6,20.0,0.0,False,0
A-5b4ebb,Company_69,Enterprise,50148,6,32.0,0.0,False,0
A-5a215a,Company_358,Basic,19836,6,19.0,0.0,False,0
A-3793ee,Company_332,Enterprise,117012,6,12.0,0.25,False,0
A-e83938,Company_111,Basic,456,6,14.0,0.0,False,0
A-eb7c38,Company_47,Enterprise,0,6,26.0,0.0,False,0
A-e83938,Company_111,Basic,456,6,14.0,0.0,False,0
A-52dd88,Company_127,Basic,5244,6,25.0,0.0,False,0
A-4437e4,Company_192,Enterprise,7164,6,27.0,0.3333333333333333,False,0
A-6f50ae,Company_466,Basic,4332,6,13.0,0.2,False,0
A-e83938,Company_111,Basic,456,6,14.0,0.0,False,0
A-bd4513,Company_205,Basic,11400,6,8.0,0.3333333333333333,False,0
A-6f50ae,Company_466,Basic,4332,6,13.0,0.2,False,0
A-6f8ad2,Company_57,Pro,588,6,25.0,0.25,False,0
A-cea1f0,Company_273,Basic,6840,6,21.0,0.2,False,0
A-e08cd3,Company_475,Pro,39396,6,7.0,0.375,False,0
A-e08cd3,Company_475,Pro,39396,6,7.0,0.375,False,0
A-7f8241,Company_42,Pro,19992,6,15.0,0.0,False,0
A-58b9ff,Company_425,Basic,2736,6,17.0,0.0,False,0
A-3cc791,Company_423,Basic,0,6,23.0,0.3333333333333333,False,0
A-856b1e,Company_161,Pro,14700,6,7.0,0.0,False,0
A-bd4513,Company_205,Basic,11400,6,8.0,0.3333333333333333,False,0
A-cbd1a3,Company_325,Pro,3528,6,33.0,0.0,False,0
A-6f8ad2,Company_57,Basic,4788,6,25.0,0.25,False,0
A-039727,Company_107,Enterprise,0,6,17.0,0.0,False,0
A-4ef964,Company_262,Pro,41160,6,5.0,0.3333333333333333,False,0
A-f97b9a,Company_159,Pro,31752,6,27.0,0.2857142857142857,False,0
A-ff3c73,Company_244,Pro,12348,6,33.0,0.0,False,0
A-ff3c73,Company_244,Pro,12348,6,33.0,0.0,False,0
A-600734,Company_327,Basic,6612,6,30.0,0.2857142857142857,False,0
A-d82ef9,Company_355,Basic,5928,6,21.0,0.2,False,0
A-58b9ff,Company_425,Pro,3528,6,23.0,0.0,False,0
A-cea1f0,Company_273,Basic,5700,6,78.0,0.2,True,0
A-adc1f3,Company_98,Pro,1176,6,0.0,0.3333333333333333,False,0
A-4d1e75,Company_58,Pro,11760,6,6.0,0.0,False,0
A-05d3b3,Company_213,Pro,5292,6,26.0,0.16666666666666666,False,0
A-f92792,Company_67,Basic,4104,6,30.0,0.0,False,0
A-05d3b3,Company_213,Pro,5292,6,26.0,0.16666666666666666,False,0
A-9affe6,Company_401,Enterprise,16716,6,27.0,0.3333333333333333,False,0
A-adc1f3,Company_98,Enterprise,19104,6,18.0,0.3333333333333333,False,0
A-b2af2e,Company_227,Basic,2508,6,17.0,0.0,False,0
A-ccc747,Company_339,Pro,21756,6,18.0,0.0,False,0
A-ccc747,Company_339,Pro,21756,6,18.0,0.0,False,0
A-ccc747,Company_339,Pro,21756,6,18.0,0.0,False,0
A-544d0a,Company_153,Pro,25284,6,22.0,0.0,False,0
A-dbc825,Company_252,Enterprise,45372,6,32.0,0.3333333333333333,False,0
A-7da956,Company_141,Basic,2964,6,25.0,0.0,False,0
A-b07346,Company_269,Enterprise,121788,6,26.0,0.3333333333333333,False,0
A-558c72,Company_438,Basic,2736,6,11.0,0.25,False,0
A-94d3da,Company_61,Basic,9348,6,31.0,0.16666666666666666,False,0
A-9779ad,Company_171,Basic,0,6,20.0,0.3333333333333333,False,0
A-9779ad,Company_171,Basic,0,6,20.0,0.3333333333333333,False,0
A-87aa7b,Company_433,Enterprise,0,6,11.0,0.3333333333333333,False,0
A-9779ad,Company_171,Basic,0,6,20.0,0.3333333333333333,False,0
A-659280,Company_417,Basic,4560,6,32.0,0.0,False,0
A-bbc346,Company_138,Pro,11760,6,29.0,0.0,False,0
A-bbc346,Company_138,Pro,11760,6,29.0,0.0,False,0
A-b7ef83,Company_474,Enterprise,21492,6,30.0,0.0,False,0
A-b7ef83,Company_474,Enterprise,21492,6,30.0,0.0,False,0
A-068fc6,Company_465,Pro,20580,6,19.0,0.0,False,0
A-87aa7b,Company_433,Enterprise,0,6,11.0,0.3333333333333333,False,0
A-87aa7b,Company_433,Enterprise,0,6,11.0,0.3333333333333333,False,0
A-9779ad,Company_171,Pro,23520,6,32.0,0.3333333333333333,False,0
A-9779ad,Company_171,Pro,23520,6,32.0,0.3333333333333333,False,0
A-9779ad,Company_171,Pro,23520,6,32.0,0.3333333333333333,False,0
A-1986ca,Company_197,Enterprise,47760,6,26.0,0.2857142857142857,False,0
A-a1b80b,Company_184,Enterprise,38208,6,34.0,0.0,True,0
A-2d1036,Company_399,Pro,40572,6,28.0,0.2,False,0
A-2d1036,Company_399,Pro,40572,6,28.0,0.2,False,0
A-3a7284,Company_93,Basic,8436,6,74.0,0.3333333333333333,True,0
A-e51ec7,Company_113,Enterprise,198204,6,16.0,0.3333333333333333,False,0
A-659280,Company_417,Basic,4560,6,32.0,0.0,False,0
A-684255,Company_20,Enterprise,21492,6,25.0,0.0,False,0
A-417d2f,Company_285,Basic,11172,6,20.0,0.3333333333333333,False,0
A-42b791,Company_464,Basic,4560,6,17.0,0.3333333333333333,False,0
A-700ade,Company_472,Pro,7056,6,16.0,0.0,False,0
A-ccc747,Company_339,Pro,9408,6,23.0,0.0,False,0
A-ccc747,Company_339,Pro,9408,6,23.0,0.0,False,0
A-ccc747,Company_339,Pro,9408,6,23.0,0.0,False,0
A-1986ca,Company_197,Enterprise,47760,6,8.0,0.2857142857142857,False,0
A-8bde0c,Company_287,Pro,7056,6,22.0,0.3333333333333333,False,0
A-8bde0c,Company_287,Pro,7056,6,22.0,0.3333333333333333,False,0
A-9174e0,Company_73,Basic,8436,6,22.0,0.0,False,0
A-32fb14,Company_25,Basic,5928,6,26.0,0.0,False,0
A-32fb14,Company_25,Basic,5928,6,26.0,0.0,False,0
A-32fb14,Company_25,Basic,5928,6,26.0,0.0,False,0
A-43a9e3,Company_1,Basic,5016,6,27.0,0.0,False,0
A-474ad4,Company_261,Pro,4704,6,22.0,0.0,False,0
A-503d5a,Company_99,Enterprise,133728,6,9.0,0.3333333333333333,False,0
A-029f69,Company_129,Pro,15876,6,21.0,0.0,False,0
A-029f69,Company_129,Pro,15876,6,21.0,0.0,False,0
A-118d55,Company_65,Basic,3420,6,12.0,0.2,False,0
A-fa2041,Company_211,Enterprise,35820,6,31.0,0.0,False,0
A-684255,Company_20,Enterprise,21492,6,25.0,0.0,False,0
A-029f69,Company_129,Pro,15876,6,21.0,0.0,False,0
A-3f9cc0,Company_359,Enterprise,52536,6,68.0,0.2,True,0
A-993085,Company_258,Enterprise,74028,6,41.0,0.25,True,0
A-993085,Company_258,Enterprise,74028,6,41.0,0.25,True,0
A-089363,Company_387,Basic,9120,6,30.0,0.3333333333333333,False,0
A-94d3da,Company_61,Pro,24108,6,18.0,0.16666666666666666,False,0
A-94d3da,Company_61,Basic,0,6,13.0,0.16666666666666666,False,0
A-bd4708,Company_257,Enterprise,88356,6,10.0,0.25,False,0
A-ffc04f,Company_307,Pro,0,6,27.0,0.2857142857142857,False,0
A-4814a3,Company_337,Enterprise,0,6,19.0,0.0,False,0
A-c62e55,Company_315,Pro,19992,6,10.0,0.0,False,0
A-f92792,Company_67,Pro,15288,6,21.0,0.0,False,0
A-e888d1,Company_102,Basic,0,6,11.0,0.2,False,0
A-e888d1,Company_102,Basic,0,6,11.0,0.2,False,0
A-700ade,Company_472,Pro,588,6,32.0,0.0,False,0
A-e888d1,Company_102,Basic,0,6,11.0,0.2,False,0
A-3f9cc0,Company_359,Enterprise,52536,6,68.0,0.2,True,0
A-ad3abd,Company_410,Enterprise,105072,6,19.0,0.3333333333333333,False,0
A-fabe19,Company_97,Enterprise,28656,6,24.0,0.3333333333333333,False,0
A-3f9cc0,Company_359,Enterprise,52536,6,68.0,0.2,True,0
A-9ee962,Company_59,Pro,17640,6,31.0,0.3333333333333333,False,0
A-118d55,Company_65,Basic,3420,6,12.0,0.2,False,0
A-ed510f,Company_361,Pro,24696,6,33.0,0.1111111111111111,False,0
A-508199,Company_208,Basic,6156,6,26.0,0.0,False,0
A-de58ca,Company_212,Pro,0,6,22.0,0.2,False,0
A-5790f4,Company_446,Basic,7524,6,28.0,0.0,False,0
A-5790f4,Company_446,Basic,7524,6,28.0,0.0,False,0
A-19b2c8,Company_476,Enterprise,0,6,31.0,0.3333333333333333,False,0
A-92a3af,Company_259,Pro,45276,6,50.0,0.25,True,0
A-684255,Company_20,Pro,7056,6,24.0,0.0,False,0
A-684255,Company_20,Pro,7056,6,24.0,0.0,False,0
A-ff3c73,Company_244,Basic,10260,6,25.0,0.0,False,0
A-ff3c73,Company_244,Basic,10260,6,25.0,0.0,False,0
A-22d9d2,Company_188,Pro,14700,6,19.0,0.16666666666666666,False,0
A-2d1036,Company_399,Basic,15732,6,29.0,0.2,False,0
A-2d1036,Company_399,Basic,15732,6,29.0,0.2,False,0
A-0aaf6e,Company_114,Pro,21756,6,28.0,0.2,False,0
A-e51ec7,Company_113,Enterprise,198204,6,16.0,0.3333333333333333,False,0
A-417d2f,Company_285,Pro,2352,6,28.0,0.3333333333333333,False,0
A-089363,Company_387,Enterprise,0,6,17.0,0.3333333333333333,False,0
A-700ade,Company_472,Basic,11400,6,19.0,0.0,False,0
A-c62e55,Company_315,Basic,2280,6,31.0,0.0,False,0
A-e51ec7,Company_113,Enterprise,198204,6,16.0,0.3333333333333333,False,0
A-671f31,Company_137,Enterprise,140892,6,13.0,0.2857142857142857,False,0
A-5790f4,Company_446,Basic,7524,6,28.0,0.0,False,0
A-940b8b,Company_398,Basic,12768,6,20.0,0.3333333333333333,False,0
A-3be56b,Company_200,Basic,1596,6,18.0,0.0,False,0
A-9174e0,Company_73,Enterprise,0,6,24.0,0.0,False,0
A-3be56b,Company_200,Basic,1596,6,18.0,0.0,False,0
A-bcf87c,Company_288,Pro,5880,6,11.0,0.0,False,0
A-a33200,Company_352,Enterprise,69252,6,14.0,0.0,False,0
A-9f9299,Company_133,Basic,13908,6,21.0,0.2,False,0
A-9f9299,Company_133,Basic,13908,6,21.0,0.2,False,0
A-ad3abd,Company_410,Pro,25872,6,32.0,0.3333333333333333,False,0
A-659280,Company_417,Enterprise,0,6,25.0,0.0,False,0
A-625d0b,Company_290,Pro,24696,6,10.0,0.2,False,0
A-7f8241,Company_42,Enterprise,81192,6,32.0,0.0,False,0
A-474ad4,Company_261,Pro,4704,6,25.0,0.0,False,0
A-bcf87c,Company_288,Basic,3876,6,43.0,0.0,True,0
A-a33200,Company_352,Pro,17052,6,30.0,0.0,False,0
A-3b5cd1,Company_49,Enterprise,31044,6,21.0,0.0,False,0
A-3b5cd1,Company_49,Enterprise,31044,6,21.0,0.0,False,0
A-993085,Company_258,Enterprise,74028,6,13.0,0.25,False,0
A-993085,Company_258,Enterprise,74028,6,13.0,0.25,False,0
A-3b5cd1,Company_49,Enterprise,31044,6,21.0,0.0,False,0
A-7d514c,Company_119,Pro,12348,6,31.0,0.3333333333333333,False,0
A-bd4708,Company_257,Basic,0,6,19.0,0.25,False,0
A-dbc825,Company_252,Enterprise,45372,6,32.0,0.3333333333333333,False,0
A-659280,Company_417,Enterprise,0,6,25.0,0.0,False,0
A-2789e3,Company_268,Basic,2508,6,24.0,0.0,False,0
A-751c58,Company_393,Enterprise,35820,6,32.0,0.0,False,0
A-6f50ae,Company_466,Basic,4332,6,57.0,0.2,True,0
A-6f50ae,Company_466,Basic,4332,6,57.0,0.2,True,0
A-4c38bc,Company_55,Pro,21168,6,25.0,0.3333333333333333,False,0
A-37f969,Company_150,Enterprise,71640,6,11.0,0.2,False,0
A-37f969,Company_150,Enterprise,71640,6,11.0,0.2,False,0
A-37f969,Company_150,Enterprise,71640,6,11.0,0.2,False,0
A-37f969,Company_150,Enterprise,71640,6,11.0,0.2,False,0
A-e08cd3,Company_475,Enterprise,159996,6,28.0,0.375,False,0
A-6da850,Company_293,Basic,0,6,69.0,0.2,True,0
A-84ebe4,Company_68,Enterprise,50148,6,20.0,0.25,False,0
A-6da850,Company_293,Basic,0,6,69.0,0.2,True,0
A-f92792,Company_67,Basic,4332,6,27.0,0.0,False,0
A-b7ef83,Company_474,Enterprise,62088,6,33.0,0.0,False,0
A-40de06,Company_369,Pro,16464,6,9.0,0.0,False,0
A-b7ef83,Company_474,Enterprise,62088,6,33.0,0.0,False,0
A-c4ea60,Company_18,Basic,10944,6,42.0,0.0,True,0
